,clean_text,translated_text,sentimen_score,sentimen
525,iya banget sih sama 1 mobil listrik,"Yes, it's really the same as an electric car",0.4019,Positif
526,lucasss nyata kamu punya tesla plot twist banget bilang beli sepeda listrik tapi yang beli mobil tesla,"Lucasss, it's real, you have a Tesla plot twist, you really say buy an electric bike but buy a Tesla car",0.0,Netral
527,mobil listrik bebas dari pajak barang mewah apakah ini saat pindah ke kompetitor,Electric cars are free from luxury tax whether this is when they move to competitors,0.5106,Positif
528,ingin banget mobil listrik sih,I really want an electric car,0.1513,Positif
529,kerja pltu jadi tambah dong satu untuk butuh listirk rumah dan industri serta tambah untuk mobil listrik yang harus kerja pltu kurang polusi nya sama,"The power plant works, so add one for electricity needs for homes and industries and add one for electric cars that have to work on the power plant, the pollution is the same.",0.0,Netral
530,pakai mobil listrik dong ramah lingkung dan ada fitur kembang api,"Use an electric car, it's environmentally friendly and has a fireworks feature",0.4939,Positif
531,baik mobil listrik ramah lingkung,both environmentally friendly electric cars,0.4939,Positif
532,kamu kira dengan gin banyak faktor bakal mau pakai mobil listrik tipe lfp gila ape,You think there are lots of factors that will make you want to use a crazy LFP type electric car,-0.2732,Negatif
533,mobil listrik solusi,electric car solution,0.3182,Positif
534,mobil listrik baik xiaomi,good electric car xiaomi,0.4404,Positif
535,hapus pajak harus buat orang susah yang beli mobil listrik rata2 punya mobil bensin di rumah,Eliminating taxes should make it difficult for people who buy electric cars to have petrol cars at home,-0.3612,Negatif
536,bukan kucurin dana buat transportasi massal eh malah mobil listrik berak,"I didn't steal funds for mass transportation, but instead electric cars went into disrepair",0.2057,Positif
537,tetap looo mobil listrik ini di push,keep pushing this electric car,0.0,Netral
538,pasar mobil listrik makin ramai telah hyundaikiawulling sekarang byd dan netta mulai buka dealer di jakarta selatan saya mah window shopping saja sama sok asyik nanya2 ke spg,"the electric car market is getting busier, hyundaikiawulling, now byd and netta are starting to open dealers in south jakarta, i'm just window shopping and pretending to have fun asking questions at spg",0.5719,Positif
539,karena mobil mewah listrik dan lain itu ada cuannya amp itu rupa lapak yang tidak boleh diganggusemua buru rente,because electric luxury cars and other things have profits and they are a type of stall that can't be disturbed by all those looking for rent,0.508,Positif
540,mobil listrik cuma tambah nambahin polusi dan kemancetan,Electric cars only add to pollution and congestion,0.0,Netral
541,solusi subsidi mobil listrik kan tahiq,"electric car subsidy solution, right?",0.3182,Positif
542,rakyat miskin kalau tidak mau yang pajak silah pakai sepeda rakyat kecil masih bisa beli mobil listrik itu kecil ukur saja kali y om,"Poor people, if they don't want taxes, can use bicycles. Small people can still buy electric cars, just measure them, bro.",-0.5142,Negatif
543,rakyat kecil kalau mau sesuatu yang tidak pajak sila beli mobil listrik kontol,"If the little people want something that doesn't have taxes, please buy an electric car",-0.2359,Negatif
544,begini kamu drun kalau kamu pakai mobil bbm 2 kali polusi kalau kamu pakai mobil listrik polusi cuma sekali itu yang di nama kurang pulusi paham tidak drun jangan dungu drun,This is how you are drunk if you use a fuel car the pollution is 2 times if you use an electric car the pollution is only once that's what is called less pollution understand don't be stupid drun,0.0966,Positif
545,percaya deh mobil listrik tidak akan saing jumlah avanza dan xenia di jalan raya,"Believe me, electric cars will not compete with the number of Avanzas and Xenias on the highway",0.0772,Positif
546,saya tidak mau harus mobil listrik tidak mau yang lain aaaarrrrggghhhhh mobil listrikkk plok plok plok ssrrrggghhh aaarrhhggg mantap coegggg,"I don't want to have an electric car, I don't want another one aaaarrrrrggghhhhh electric carkk plok plok plok ssrrrggghhh aaaarrhhggg great coegggg",0.5656,Positif
547,parung 12 tahun lagi isi mobil listrik cinavinfast yang ownernya tidak kuat beli baterai,Parung 12 more years of using a Cinavinfast electric car whose owner doesn't have the strength to buy a battery,-0.3875,Negatif
548,seperti om mob ini terlalu dukung bijak mobil listrik,like this mob boss is too supportive of electric cars,0.5719,Positif
549,kenapa bisa jadi soal mobil ini serba otomatis amp mobil listrik serba otomatis rem tangan otomatis turun kunci tidak harus nempel sudah bisa start mobil listrik tidak ada suara mesin tidak ada suara starter dua hal ini peran besar dari jadi atas,"why is it possible that this car is completely automatic amp electric cars are all automatic, the handbrake automatically lowers the key, you don't have to stick it, you can start the electric car, there is no engine sound, there is no starter sound, these two things play a big role in being above",-0.3612,Negatif
550,saya bisa bawa motor matic gigi kopling kecuali mobil listrik,I can drive an automatic motorbike with clutch gear except for an electric car,0.0,Netral
551,semangat kerja buat subsidi mobil listrik,enthusiastic about working for electric car subsidies,0.4939,Positif
552,ini mobil listrik tidak tau sudah siap jalan kalau dari,"This is an electric car, I don't know if it's ready to go",0.3612,Positif
553,mungkin di rumah semua serba listrik mobil listrik motor listrik sepeda listrik kompor listrik pagar listrik selimut listrik sendal juga listrik,"maybe at home everything is electric, electric cars, electric motorbikes, electric bicycles, electric stoves, electric fences, electric blankets, electric sandals too",0.0,Netral
554,yang beli mobil listrik bekas itu manusia yang level iqnya bukan main,Those who buy used electric cars are people whose IQ level is no joke,0.0,Netral
555,wuling air ev sabet harga mobil listrik favorit anak muda,Wuling Air EV slashes the price of young people's favorite electric car,0.296,Positif
556,enak ini dok mobil listrik yang feelnya mobil bbm tambah punya turbo boost,"This is nice, doc, an electric car that feels like a petrol car and has a turbo boost",0.7906,Positif
557,hahahaha saya sempat tarik dengan mobil listrik tapi masih sedikit takut kalau tiba tiba mogok jalan yang tidak ada tempat untuk charging,hahahaha I tried to pull an electric car but I was still a little scared if it suddenly broke down on a road where there was no place to charge it,-0.8723,Negatif
558,pertama kali nyobain mobil listrik oh begini ya tari pantesan tetangga saya pakai airev rada kaya nyetir,"First time trying an electric car, oh like this, my neighbor's pantesan dance using an Airev is a bit like driving",0.6124,Positif
559,ada yang bisa bukti mobil listrik lebih hemat dari fosil,can anyone prove that electric cars are more economical than fossil fuels?,0.0,Netral
560,luar hype mobil listrik ekosistem belum oke buat di indonesia ganti part inden charging belum ada mana baterai kena sudah kaya ganti mobil baru ya nek koe sugeh rpp tetapi kan wong kene mobil lecet saja mencak2 kan ya,"beyond the hype of electric cars, the ecosystem is not yet good for Indonesia. Replacing the charging inden part is not there yet, where the battery has been hit, it's like changing to a new car, Grandma, you're so sugeh RPP, but people here, the car just gets scratched, doesn't it?",0.0121,Positif
561,iya lucu banget pleaseee heboh cari cowok kalau kita tidak sengaja nyenggol mobil listrik nanti setrum tidak ya kak,"yes, it's really funny, please be excited about looking for a guy, if we accidentally hit an electric car, will we get an electric shock or not, bro?",0.707,Positif
562,harus sih kalau sudah dengar suara mesin nyala pasti keluar sob tapi kalau suara mobil senyap atau seperti mobil listrik kalian harus cek dulu sih sob biar aman dan tenang jalan sob,"Of course, if you hear the sound of the engine running, it will definitely come out, bro. But if the sound of the car is quiet or like an electric car, you have to check it first, bro, so that you can drive safely and calmly, bro.",0.9072,Positif
563,benar om cocok banget ini cloud dijadiin mobil keluarga harga juga jangkau mobil listrik juga ok banget sih,"That's right, uncle, this cloud is really suitable to be used as a family car. The price and range of an electric car are also really good",0.4927,Positif
564,owalahpantesan ada yang semangat sama mobil listrikini thooo oke gas oke gasssjadiin indonesia tempat sampah barang2 yang tidak laku di negara,owalahpantesan there are those who are enthusiastic about this electric car thooo okay gas okay gassssssssssssssssssss down down indonesia a trash can for goods that dont sell in the country,0.7184,Positif
565,saya tidak terlalu suka mobil listrik karena abur fakta bahwa banyak bahan bakar lain yang lebih ramah lingkung lagipula isi listrik itu perlu biaya yang mahal dan perlu tegang listrik yang,"I don't really like electric cars because of the fact that there are many other fuels that are more environmentally friendly, and charging electricity is expensive and requires a lot of electricity.",0.285,Positif
566,itu untung dari mobil listrik,that's the profit from electric cars,0.4404,Positif
567,tidak lama lagi di jakarta juga bakal begini kalau sudah ramai mobil listrik,It won't be long before Jakarta will be like this when electric cars become popular,0.6486,Positif
568,kira apakah mungkin suatu saat nanti baterai mobil listrik akan pakai sistem swap jadi kalau habis baterai tinggal lepas lalu tukar dengan yang sudah penuh,"I wonder if maybe one day electric car batteries will use a swap system so that if the battery runs out, just take it out and swap it with a full one",0.0,Netral
569,menang mobil listrik,win electric car,0.5859,Positif
570,kata kamu green lover eh apasih green thumb environmentalist tree hugger jadi mobil listrik din,"what do you say, green lover, green thumb environmentalist tree hugger is a din electric car",0.7506,Positif
571,guoblok kamu kalau tidak mampu beli mobil listrik itu motor di subsidi juga sudah miskin bodoh,"Guoblok you, if you can't afford to buy an electric car with a subsidized motorbike, you're already poor, stupid",-0.7579,Negatif
572,paling benar beli mobil listrik itu di tahun 2030 ketika teknologi makin inovatif dan juga harga batery akan lebih murah,"It's best to buy an electric car in 2030, when technology will become more innovative and battery prices will be cheaper",0.8122,Positif
573,memang ban buat mobil listrik sama untuk mobil bensin beda ya min,"Indeed, tires for electric cars and tires for petrol cars are different, right, min?",0.0,Netral
574,berapa tinggi bawa mobil listrik dari 100 sampai sisa 1,how high can an electric car go from 100 to the remaining 1,0.0,Netral
575,mau dong kakak tinjau mobil listrik cloud ev,Would you like to review the Cloud EV electric car?,0.3612,Positif
576,beda segmen beda untuk ada fenomena unik untuk wuling air ev dia laku karena mobil listrik amp imut misal kalau kei car jual sini pasar segmented banget karena walaupun sama imut tapi mesin kurang pada banding wuling,"different segments, there is a unique phenomenon for the Wuling Air EV, it sells because the electric car is cute, for example, kei cars are sold here, the market is very segmented because even though it is just as cute, the engine is lacking compared to the Wuling",0.7184,Positif
577,mobil batterylistrik ini sama saja dengan lapto atau komputer hp yang pasti rusa baterynya apakah ada yang ganti battery saja apalagi jika versi sw nya sudah updatemobil juga kaya sw update tiap mbl baru kalau mau coba kendara listri motor saja yang battery sistem sewa,"This electric battery car is the same as a laptop or cell phone computer, the battery is definitely damaged, is there anyone who just needs to replace the battery, especially if the SW version has been updated, the car is also like the SW is updated every time a new vehicle if you want to try driving an electric motorbike, just use the battery rental system.",0.3818,Positif
578,saya punya yakin mobil listrik tidak ramah bagi duduk negeri ini bukan masuk skeptis atau pesimis sadar untuk rawat kendara belum milik bagi besar warga bahkan di kalang saya muncul slogan bisa belibikinbuat tapi tidak bisa rawat,"I'm sure that electric cars are not friendly to the people of this country, I'm not a skeptic or pessimist, I'm aware that maintaining a vehicle is not yet available to the majority of citizens, in fact among me the slogan appears that you can buy it, but you can't maintain it.",0.1838,Positif
579,negara kembang ambil baut jembatan negara maju ambil tembaga charger mobil listrik were all human beings same stuff different continent,"Developing countries take bridge bolts, developed countries take copper, electric car chargers, were all human beings same stuff different continent",0.0,Netral
580,kalau mindsetnya begini beli mobil bensin saja memang tidak cocok mobil listrik bagi yang niat mau sering gonta ganti mobil kalau saya memang buat minimum 1015 tahun ke,"If you have this mindset, buying just a petrol car is not suitable for an electric car for those who intend to change cars frequently if I make it for at least 1015 years.",0.0,Netral
581,apakah ada yang mau jual mobil listrik dan motor listrik kali yah wkwkwkwkwkwkwkwkw,Does anyone want to sell electric cars and electric motorbikes? hahaha,0.5994,Positif
582,mau mobil listrik mau mobil bensin kan tetap saja sama sama private vehicle ownership,"Whether you want an electric car or a petrol car, it's still the same as private vehicle ownership",0.0772,Positif
583,at the end suka atau tidak suka biasa sih kita bakal di paksa ke arah sana misal yang masuk dae ttt hanya mobil listrik jadi called ramah lingkung dan lain akhir yang tidak punya mobil listrik mobilitas mana batas mau tidak mau di paksa beli dan lain dejavu jaman vaksin,"At the end, whether we like it or not, we will be forced in that direction, for example, only electric cars will come in, so they will be called environmentally friendly, and at the other end, those who don't have electric cars will be forced to buy mobility, whether they like it or not, and another déjà vu of the vaccine era.",0.296,Positif
584,cemar udara tesla gugat ke adil,Tesla sues air pollution to justice,0.5267,Positif
585,nanti kalau sudah pada pakai mobil motor listrik semua bisa jadi pajak naik sekarang murah ya emamg lagi bangun ekosistem,"In the future, if all electric motorbikes are used, taxes will increase and now it will be cheap, so we will really build an ecosystem",0.3182,Positif
586,jeroan sedikit kalau mobil listrik jadi lebih sedikit keluar buat sparepart,"There's less innards in an electric car, so you spend less on spare parts",0.0,Netral
587,ngelarisin mobil listrik dan mobil,selling electric cars and cars,0.0,Netral
588,baterai mobil listrik tidak harus ganti semua cukup ganti bagi baterai yang sudah lemah kayak 6 tahun ganti baterai itu terlalu cepat ev sekarang bisa lebih awet dari itu coba hitung lagi siapa tahu hasil beda,"You don't have to replace all electric car batteries, just replace the battery that is already weak, like 6 years old, replacing the battery is too fast, EVs can now last longer than that, try calculating again, who knows, the results will be different",-0.1027,Negatif
589,untuk saat ini mobil listrik nya masih mahal,"Currently, electric cars are still expensive",0.0,Netral
590,mobil listrik juga harus apik yang punya tidak bisa dibiarin kotor karena dingin baterai nya jadi satu sama ac jadi kalau ac sumbat tidak dingin bisa pengaruh ke dingin baterai otomatis pendek umur baterai,"Electric cars also have to be neat, so you can't let them get dirty because they are cold. The battery is attached to the AC, so if the AC plug isn't cold, it can affect the battery cold, which will automatically shorten the battery life.",0.0258,Positif
591,emang mobil listrik ramah lingkung bodoh ya,"What a stupid environmentally friendly electric car, right?",-0.0516,Negatif
592,tapi harga mobil bensin bekas masih lebih mahal daripada mobil listrik bekas,but the price of a used petrol car is still more expensive than a used electric car,0.0,Netral
593,kalau prediksi saya sih dalam tahun2 ke depan kita akan paksa untuk alih ke mobil listrik demi hemat biaya subsidi bbm dan harga baterai akan makin turun,My prediction is that in the next 2 years we will be forced to switch to electric cars to save on fuel subsidies and battery prices will fall even further.,0.0516,Positif
594,harus semua masuk mobil ice dengan bensin dan awat mobil listrik dengan charge awat dan ganti baterai baru bisa dapat mahal,All must enter the ice car with petrol and maintain the electric car with a charger and replace the new battery can be expensive,0.0,Netral
595,mobil listrik baterai 10thn boi ganti 12 harga mobil,electric car 10 year battery boi replace 12 car price,0.0,Netral
596,lagi mobil listrik sekarang juga sumber dari pltu pakai batubara hehehe memang paling benar naik transportasi,"Moreover, electric cars are now also sourced from coal-fired power plants, hehehe, it's really best to use transportation",0.6697,Positif
597,hukum jual beli kalau semua orang sudah paham mobil listrik ya besok orang tak akan ada yang mau beli mobil yang umur batrenya sudah aged tetapi tidak ganti dulu oleh owner belum ya jadi tidak sesimple kalau sudah pakai 5 tahun tinggal jual ato kalau mau ya jual harga rendah,"The law of buying and selling if everyone understands electric cars, then tomorrow no one will want to buy a car whose battery is old but the owner hasn't replaced it yet, so it's not as simple as if it's been used for 5 years, just sell it, or if you want to, sell it at a low price.",-0.3919,Negatif
598,masih dengan hot takes saya yang bilang electric car isnt the future ya karena itungannya tidak masuk dan kalau memang di indonesia bakal alih ke mobil listrik ya jadi seleksi alam saja yang punya mobil untuk longetivity hanya yang kaya kaya saja seperti di singapore negara maju things,"still with the hot takes, I say that electric cars are not the future, because the calculations don't come in and if they did in Indonesia they would switch to electric cars, so it's just natural selection that only the rich have cars for longevity, like in Singapore, developed countries, things",0.8344,Positif
599,di china sudah ada teknologi swap batremobil listrik,In China there is already electric car battery swap technology,0.0,Netral
600,lebih baik mana pltu fossil tambah cemar mobil bbm banding pltu fossil tambah mobil listrik berfikir,"Which is better, fossil fuel power plants add pollution to fuel cars versus fossil fuel power plants add pollution to electric cars? Think",0.4404,Positif
601,produsen mobil listrik itu isi orang pinter2 juga biar produk laku bagaiamana buat batere tahan lama baik kamu beli mobil listrik dulu baru cerita,"Electric car manufacturers are full of smart people so that the product sells, how to make the battery last longer, whether you buy an electric car first, then tell me.",0.4019,Positif
602,mobil main yang besar tidak ada bagus bagus hanya alih issue saja dan sangat tidak cocok negara ini dengan mobil listrik masih jauh dari kata,"There are no big game cars, they are good, they are just a change of issue and it is very unsuitable for this country with electric cars which are still far from being said",0.1779,Positif
603,yah walopun ego harus ge turunin karena bukan kagum mobil listrik tetapi saya akuin masih gemat mobil listrik kalau hitung detail servis bahan bakar pajak dan lain,"Yes, even though my ego has to be lowered because I'm not amazed by electric cars, I admit that I'm still interested in electric cars if you count the details of service, fuel, taxes and so on.",0.4717,Positif
604,orang kaya yang beli mobil listrik cukup hanya untuk 23 tahun milik lalu jual tidak worth it masih murah dengan mobil konvensional dengan harga banding luar bbm paling mahal,"Rich people who buy electric cars only have enough to last 23 years and then sell it, it's not worth it. It's still cheap compared to conventional cars with a price compared to the most expensive fuel.",0.4468,Positif
605,kok anal cucu dibawabawa saat bicara tentang mobil listrik apakah mobil listrik bisa sebab rusa anal pada cucu,"How come granddaughter's anal is brought up when talking about electric cars, can electric cars cause deer anal in grandkids",0.0,Netral
606,ingin banget nyobain naik mobil listrik di indonesia kini banget,I really want to try driving an electric car in Indonesia now,0.1513,Positif
607,mobil listrik pakai meter token bisa,Electric cars can use token meters,0.0,Netral
608,kalau masuk mobil hodrogen juga selesai ini mobil listrik,"If you enter a hydrogen car, it's also an electric car",0.0,Netral
609,banyak beli mob listrik bukan untuk mobil pertama jadi enggak berfikir mana yang lebih untung,"Many people don't buy electric cars for their first car, so they don't think about which one is more profitable",0.4927,Positif
610,di eropa saya sering naik uber mobil listrik mungkin lebih cocok buat taksiangkutan barang,"In Europe I often take Uber, electric cars may be more suitable for taxis to transport goods",0.0,Netral
611,yang beli mobil listrik rerata tidak hitung sampai gin jauh ngomong ngomong,The average person who buys an electric car doesn't count until it's a long way to go,0.0,Netral
612,buat ngakalin mobil listrik yang sudah tidak kuat lagi beli baterenya lagi antara solusi nya di kasih mesin disel seperti betor atau kalau tidak ya kasih saja pancal kaki seperti odong,"To overcome an electric car that is no longer strong, buy another battery. The solution is to give it a diesel engine like Betor or if not, just give it a foot pedal like Odong.",0.8126,Positif
613,ganti bateraiturun mesin coba kak hitung2 yang konvensional kalau saya sih dengan harga mobil konvensional vs listrik cara awat dan konsumsi bahan bakar menang listrik saya memang tidak punya mobil tapi saya punya motor listrik dan konvesional harga yang,"replace the battery, get the engine down, bro, try calculating the conventional one. For me, with the price of a conventional car vs. electric, how to maintain and fuel consumption, electric wins. I don't have a car, but I have an electric motorbike and conventional, the price is the same.",0.3291,Positif
614,buat saya mah mobil bensin bisa 10 th pakai sedangakan mobil listrik harus ganti batere di th ke6 tambah 300jt lagi lalu untuk bersih lingkung limbah batere lama harus olah amp biaya jadi beban milik,"For me, a petrol car can be used for 10 years, while an electric car has to replace the battery in the 6th year, plus another 300 million, then to clean the environment, the old battery waste has to be processed, the cost becomes an expense for the owner.",-0.0258,Negatif
615,jangan lupa mobil ice telah 810 th masih signifikan harga jual ken kalau mobil listrik,Don't forget that ice cars have been around for 810 years and the selling price is still significant for electric cars,0.354,Positif
616,mobil listrik cina aman2 saja,Chinese electric cars are safe,0.4404,Positif
617,mobil listrik yang long range bisa sampai 400km an kurang lebih untuk cas sekarang sudah banyak sebar di tiap kota kalau d spklu atas 50kw bisa cuma 3060 menit,"long range electric cars can be up to 400km and more or less for a charge now they are widely available in every city, if with a spklu above 50kw it can only take 3060 minutes",0.0,Netral
618,coba kalau dia pakai mobil listrik,try if he uses an electric car,0.0,Netral
619,mobil listrik mau di pakai mau buat pajang tiap 5 th harus ganti batrai ya,"If you want to use an electric car for display every 5 years, you have to change the battery",0.0772,Positif
620,kasihan tumpang cuma 2 pintu minimal binguo atau neta kalau mau listrik,"It's a shame it only has 2 doors, at least binguo or neta if you want electricity",-0.4215,Negatif
621,di indonesia kan lagi bidik mobil listrik,"In Indonesia, we are targeting electric cars",0.0,Netral
622,mmmkira2 biaya kwh listrik buat charger berapa berapa biaya probability jika ada short pada listrik atau sistem cara seluruh berapa biaya emisi untuk buat mobil listrik cara massive,"mmm, approximately the cost of kwh of electricity for a charger, how much is the probability cost if there is a short in the electricity or the entire system, how much is the emissions cost for making an electric car, the massive method?",0.0,Netral
623,ini belum hitung harga awal mobil listrik yang lebih mahal yang banding dengan ioniq mungkin hrv yang harga 400an juta selisih sekitar 300juta ini juga wajib hitung saat banding mobil listrik dan bensin,"This doesn't include the initial price of an electric car which is more expensive compared to the Ioniq, perhaps an HRV which costs around 400 million, the difference is around 300 million. This also has to be calculated when comparing electric and petrol cars.",0.0,Netral
624,satu yang kalian luput dari debat mobil listrik vs mobil bensin adalah listrik kita bisa produksi sendiri dengan murah karena kita punya batubara sedang bbm kita masih gantung sama produsen d timur tengah sana jadi harga bbm gantung sama harga minyak dunia,"One thing you missed in the debate about electric cars vs petrol cars is that we can produce our own electricity cheaply because we have coal, while our fuel still depends on producers in the Middle East there, so fuel prices are the same as world oil prices.",-0.296,Negatif
625,mobil listrik lagi gencar nya,Electric cars are on the rise,0.0,Netral
626,perlu ingat juga pajak mobil listrik murah itu skrg2 saja karena lagi gencar promosi 5th lagi yakin tidak naik itu pajak rugi dong wkwk kuat baterai pasti smakin lama smakin lemah awal bisa 200km lambat laun cuma 100km pakai listrik tambah karena sering ngecas,"You also need to remember that the tax on cheap electric cars is only for now because there are intensive promotions for the next 5 years. I'm sure it won't increase, the tax will be a loss, wow, the battery will definitely get stronger as time goes on, it will get weaker at first, it can last 200km, but then it will only use 100km of electricity, plus it will charge frequently",0.3857,Positif
627,mobil listrik yang mini,mini electric car,0.0,Netral
628,kenapa masih bilang relatif middle amp hight garansi baterai 8 tahun saya pikir mobil listrik masih pada tahap mobil baru kan masih barang mewah if produk mobil listrik atau kendara bas listrik sudah masuk produk ekonomis semua akan lebih murah,"why do you still say it's relatively middle amp hight, the battery guarantee is 8 years, I think electric cars are still at the new car stage, they're still luxury goods, if electric car products or electric bus vehicles were already economical products, everything would be cheaper",0.25,Positif
629,buat sistem solar panel itu biaya paling mahal di baterai nya nah kalau sudah ada mobil listrik kita pakai saja baterai mobil untuk nyimpen arus,"For a solar panel system, the most expensive cost is the battery, so if we already have an electric car, we just use the car battery to store the current.",0.0,Netral
630,saya milik mobil listrik merek lain sudah hitung beda 1 bbm kalau harga mobil segitu normal pertamax yah 2 pajak 3 maintenance,"I have another brand of electric car, I have calculated the difference of 1 fuel, if the price of the car is that normal, Pertamax, well, 2 taxes, 3 maintenance",0.2732,Positif
631,mobil listrik akan asa irit kalau sering guna saya irit 30jtthn dicompare bbm dengan biaya listrik belum lagi dengan pajak dan biaya servis pajak nol kecuali asuransi tetap tidak enak tidak bisa ultra fast charging enak kalau henti bisa nyalahin ac berjam2x 3rbjam,"An electric car will be very economical if you use it often. I save 30 million compared to fuel costs, not to mention taxes and service fees. Taxes are zero, unless the insurance is still not good, it can't be used for ultra fast charging. It's good. If you stop, you can turn on the AC for 2 x 3 thousand hours.",-0.4238,Negatif
632,temu lagi bisnis mobil listrik saat ini itu scam beli tidak untung dan tidak beri maanfaat banyak itu ke lingkung mungkin di masa depan bisa benar2 baik tapi sekarang tidak murni bisnis,"Meet again, the current electric car business is a scam, buy it, don't make a profit and don't provide much benefit to the environment. Maybe in the future it could be really good, but now it's not pure business.",-0.4012,Negatif
633,wah terimakasih bahas jadi ingat buat buat opini yang bela habishabisannya tahi lalats kayak memang mobil listrik itu lebih mahal dari mobil bbm soal mobil bbm kalau ganti tangki bbm pun lebih burah dari mobil listrik ganti baterai,"Wow, thank you for discussing it, so remember to make an opinion that defends the bottom line, moles like that electric cars are more expensive than fuel cars. Regarding fuel cars, changing the fuel tank is also cheaper than an electric car, changing the battery.",0.8316,Positif
634,pajak nya mobil listrik berapa sih,How much is the tax on an electric car?,0.0,Netral
635,telah punya motor listrik saya simpul kalau punya ev entah motor apa mobil cuma akan worthed ketika suruh kerja rodi pakai terus cocok saat ganti baterai karena drop bakal puas kalau jarang2 pakai sama bisa drop di tahun ke5 misal jatohnya rugi,"I already have an electric motorbike. I conclude that if you have an EV, I don't know what kind of motorbike, the car will only be worth it when you have to work hard, use it and then use it when you change the battery because it drops, it will be satisfied if you rarely use it, it could drop in the 5th year, for example it will be a loss.",-0.0258,Negatif
636,serba mahal kalau sekarang mobil listrik maupun bbm sama sama mahal belum lagi kalau pertalite hapus listrik,"everything is expensive now, electric cars and petrol are equally expensive, not to mention if Pertalite eliminates electricity",0.0,Netral
637,bagi yang banyak uang tidak seri beli mobil listrik cuma buat senang2 saya boros tinggal jual,"For those who have a lot of money and don't buy an electric car just for fun, I'm wasting money and just selling it",0.1531,Positif
638,murah kalau mobil listrik mah,it's cheap if it's an electric car,0.0,Netral
639,wah wah wahberarti jangan beli mobil listrik sekenudah begitu,wah wah wah means don't buy an electric car just like that,0.3612,Positif
640,habis baca komen pasti lebih irit mobil listrik cakep banget lagi cocok juga buat saya yang kalau jauh bgtt tidak akan pakai mobil pribadi tinggal cari bini ajaa karena untuk apaa ganti mobil kalau yang lama masih okk,"After reading the comments, electric cars are definitely more economical, they're really cool, they're also suitable for me, who if I'm very far away, I won't use a private car, I just need to look for a wife because why change the car if the old one is still ok?",0.7574,Positif
641,mobil listrik untuk kurang polusi udara,Electric cars for less air pollution,0.0,Netral
642,itu juga kalau 8 tahun lebih masih pakai orang kaya yang beli mobil harga segitu biasa 5 tahun sudah ganti lagi sudah begitu hyundai bukan main baru di dunia mobil listrik bukan baru muncul kemarin sore seperti beberapa brand lain tetapi sudah dari 1991 tested dan proven,"That's also if it's been more than 8 years and it's still used by rich people who buy cars at that price, usually after 5 years they'll change it again, that's how it is. Hyundai is not new in the world of electric cars, it didn't just appear yesterday afternoon like several other brands, but has been tested and proven since 1991.",0.4678,Positif
643,biar kata gratis kasih juga tidak makenya cukup tamiya saja yang pakai listrik mobil bneran mah,"Even if the word ""free"" doesn't mean it's enough for Tamiya to use real car electricity",0.0,Netral
644,masih lebih untung pakai bbm karena harga jual kembali lebih tinggi daripada mobil listrikdirombengkan pun masih lebih baik mobil bbm,"It's still more profitable to use fuel because the resale price is higher than an electric car, even if it's a petrol car, it's still better",0.7264,Positif
645,tapi naik mobil listrik itu enak banget jadi jangan samain seperti naik avanza kalau hitung di atas itu lebih mahal banding keluar minggu saat ini ya anggep saja itu biaya upgrade mobil juga atau mau apple untuk apple ya bandinginnya sama konsumsi bbm mobil sport eropa,"but driving an electric car is really nice, so don't compare it to driving an Avanza. If you calculate above, it's more expensive compared to going out this week, so just consider it the cost of upgrading the car too or if you want an Apple for Apple, so compare it with the fuel consumption of a European sports car.",0.6798,Positif
646,itungan bodoh saja mobil biasa 50 th lagi jadi barang antik kalau mobil listrik jadi barang rongsok,It's just stupid that ordinary cars will become antiques in 50 years and electric cars will become junk,-0.5267,Negatif
647,kalau servis mobil listrik biasa yang di servis apa ya terus kena biasa berapa tempt ngecasnya juga belum banyak kalau smisal di cas di rumah listrik rumah minimal berapa va,"If you're servicing a regular electric car, what service do you have and how many places do you need to charge it? There's not much, for example, if you charge it at home, how much is the minimum electricity supply for your house?",0.0,Netral
648,asumsi mesti di revisi 1 baterai garansi sampai 10 tahun 2 telah 10 tahun harga baterai turun sesuai fc in avg 1520 tahun 3 saya punya mobil listrik tidak ada itu servis rutin 4 pajak ajib cuma 350rb 5 ratio listrik k bbm 14 arti ongkos down kwh 14 bbm,"Assumptions must be revised 1 Battery warranty up to 10 years 2 For 10 years the battery price has gone down according to FC in AVG 1520 years 3 I have an electric car, there is no regular service 4 Tax is only 350 thousand 5 Ratio of electricity to fuel 14 meaning the cost is down to 14 fuel kWh",-0.296,Negatif
649,warning buat yang mau beli mobil listrik bekas yang usia 5tahun atas,warning for those who want to buy a used electric car over 5 years old,-0.2732,Negatif
650,mobil listrik juga cepat laku om tapi timbang ke teman madura,"Electric cars are also selling fast, uncle, but I'm considering Madurese friends",0.631,Positif
651,hasil kampanye global beli mobil listrik sekarang 56 tahun lagi buang sesuai masa pakai terus beli baru,"Global campaign results buy electric cars now 56 years from now, throw them away according to their useful life then buy new ones",0.4404,Positif
652,makanya mobil listrik tidak untuk untuk kaum menang baik yang belum beli mobil tapi sudah pikir untuk jual,That's why electric cars are not for the good people who haven't bought a car but are thinking about selling it,-0.1786,Negatif
